Q5KU39,VPS41_MOUSE,Vacuolar protein sorting-associated protein 41 homolog (VAM2 homolog) (mVAM2)
Q5NCC3,TRI41_MOUSE,E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (Tripartite motif-containing protein 41)
Q5QD05,TAA8C_MOUSE,Trace amine-associated receptor 8c (TaR-8c) (Trace amine receptor 8c) (mTaar8c)
Q5SSL4,ABR_MOUSE,Active breakpoint cluster region-related protein
Q5SSZ5,TENS3_MOUSE,Tensin-3 (EC 3.1.3.-) (Tensin-like SH2 domain-containing protein 1)
Q5SXI5,ZN496_MOUSE,Zinc finger protein 496 (NSD1-interacting zinc finger protein 1) (Zinc finger protein with KRAB and SCAN domains 17)
Q5SYD0,MYO1D_MOUSE,Unconventional myosin-Id
Q5U4E2,REPI1_MOUSE,DNA-binding protein REPIN1 (Zinc finger protein 464) (Zfp-464)
Q5XJE5,LEO1_MOUSE,RNA polymerase-associated protein LEO1
Q60519,SEM5B_MOUSE,Semaphorin-5B (Semaphorin-G) (Sema G)
Q60571,CRHBP_MOUSE,Corticotropin-releasing factor-binding protein (CRF-BP) (CRF-binding protein) (Corticotropin-releasing hormone-binding protein) (CRH-BP)
Q60625,ICAM5_MOUSE,Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin)
Q60648,SAP3_MOUSE,Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)
Q60668,HNRPD_MOUSE,Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)
Q60673,PTPRN_MOUSE,Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]
Q60720,CY561_MOUSE,Transmembrane ascorbate-dependent reductase CYB561 (EC 7.2.1.-) (Chromaffin granule Cyt b561) (CGCytb) (Cytochrome b-561) (Cytochrome b561)
Q60748,CRFR2_MOUSE,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (CRF-RB) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)
Q60766,IRGM1_MOUSE,Immunity-related GTPase family M protein 1 (EC 3.6.5.-) (Interferon-inducible GTPase 3) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47) (LRG-47)
Q60771,CLD11_MOUSE,Claudin-11 (Oligodendrocyte transmembrane protein) (Oligodendrocyte-specific protein)
Q60809,CNOT7_MOUSE,CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF-1)
Q60829,PPR1B_MOUSE,Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein)
Q60838,DVL2_MOUSE,Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)
Q60934,GRIK1_MOUSE,"Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)"
Q60949,TBCD1_MOUSE,TBC1 domain family member 1
Q60960,IMA5_MOUSE,Importin subunit alpha-5 (Importin alpha-S1) (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta)
Q60974,NCOR1_MOUSE,Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)
Q61026,NCOA2_MOUSE,Nuclear receptor coactivator 2 (NCoA-2) (Glucocorticoid receptor-interacting protein 1) (GRIP-1) (Steroid receptor coactivator 2) (SRC-2) (Transcriptional intermediary factor 2)
Q61029,LAP2B_MOUSE,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma (Thymopoietin isoforms beta/delta/epsilon/gamma) (TP beta/delta/epsilon/gamma)"
Q61074,PPM1G_MOUSE,Protein phosphatase 1G (EC 3.1.3.16) (Fibroblast growth factor-inducible protein 13) (FIN13) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)
Q61083,M3K2_MOUSE,Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)
Q61112,CAB45_MOUSE,45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)
Q61144,PSN2_MOUSE,Presenilin-2 (PS-2) (EC 3.4.23.-) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]
Q61171,PRDX2_MOUSE,Peroxiredoxin-2 (EC 1.11.1.24) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)
Q61183,PAPOA_MOUSE,Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase)
Q61205,PA1B3_MOUSE,Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)
Q61233,PLSL_MOUSE,Plastin-2 (65 kDa macrophage protein) (L-plastin) (Lymphocyte cytosolic protein 1) (LCP-1) (pp65)
Q61282,PGCA_MOUSE,Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)
Q61315,APC_MOUSE,Adenomatous polyposis coli protein (Protein APC) (mAPC)
Q61382,TRAF4_MOUSE,TNF receptor-associated factor 4 (EC 2.3.2.27) (Cysteine-rich motif associated to RING and Traf domains protein 1)
Q61391,NEP_MOUSE,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10)
Q61739,ITA6_MOUSE,Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]
Q61743,KCJ11_MOUSE,"ATP-sensitive inward rectifier potassium channel 11 (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)"
Q61768,KINH_MOUSE,Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)
Q61781,K1C14_MOUSE,"Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)"
Q61831,MK10_MOUSE,Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)
Q61851,FGFR3_MOUSE,Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (Heparin-binding growth factor receptor) (CD antigen CD333)
Q61885,MOG_MOUSE,Myelin-oligodendrocyte glycoprotein
Q62052,P_MOUSE,P protein (Melanocyte-specific transporter protein) (Pink-eyed dilution protein)
Q62077,PLCG1_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-gamma-1) (PLC-gamma-1)"
Q62083,PICK1_MOUSE,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein)
Q62141,SIN3B_MOUSE,Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)
Q62172,RBP1_MOUSE,"RalA-binding protein 1 (RalBP1) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)"
Q62178,SEM4A_MOUSE,Semaphorin-4A (Semaphorin-B) (Sema B)
Q62371,DDR2_MOUSE,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)"
Q62393,TPD52_MOUSE,Tumor protein D52 (mD52)
Q62433,NDRG1_MOUSE,Protein NDRG1 (N-myc downstream-regulated gene 1 protein) (Protein Ndr1)
Q63943,MEF2D_MOUSE,Myocyte-specific enhancer factor 2D
Q64237,DOPO_MOUSE,Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]
Q64317,DLX1_MOUSE,Homeobox protein DLX-1
Q64455,PTPRJ_MOUSE,Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (HPTP beta-like tyrosine phosphatase) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (Susceptibility to colon cancer 1) (CD antigen CD148)
Q64521,GPDM_MOUSE,"Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (Protein TISP38)"
Q64685,SIAT1_MOUSE,"Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.3.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)"
Q64707,U2AFL_MOUSE,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 1) (SP2) (U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 1)"
Q689Z5,SBNO1_MOUSE,Protein strawberry notch homolog 1 (mSno1)
Q69ZF3,GBA2_MOUSE,Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (EC 3.2.1.46) (Non-lysosomal glycosylceramidase)
Q69ZI1,SH3R1_MOUSE,E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1) (SH3 multiple domains protein 2)
Q69ZS7,HBS1L_MOUSE,HBS1-like protein (EC 3.6.5.-)
Q69ZU6,THS7A_MOUSE,"Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]"
Q6A028,SWP70_MOUSE,Switch-associated protein 70 (SWAP-70)
Q6A078,CE290_MOUSE,Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein homolog) (Nephrocystin-6)
Q6DIC0,SMCA2_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 (SAMRCA2) (EC 3.6.4.-) (BRG1-associated factor 190B) (BAF190B) (Probable global transcription activator SNF2L2) (Protein brahma homolog) (SNF2-alpha)
Q6GQS1,SCMC3_MOUSE,Mitochondrial adenyl nucleotide antiporter SLC25A23 (Short calcium-binding mitochondrial carrier protein 3) (SCaMC-3) (Solute carrier family 25 member 23)
Q6GQX6,ANKS6_MOUSE,Ankyrin repeat and SAM domain-containing protein 6 (SamCystin) (Sterile alpha motif domain-containing protein 6) (SAM domain-containing protein 6)
Q6NS45,CCD66_MOUSE,Coiled-coil domain-containing protein 66
Q6NVE8,WDR44_MOUSE,WD repeat-containing protein 44 (Rab11-binding protein) (Rab11BP) (Rabphilin-11)
Q6NVE9,PPTC7_MOUSE,Protein phosphatase PTC7 homolog (EC 3.1.3.16) (T-cell activation protein phosphatase 2C) (TA-PP2C)
Q6NVG1,LPCT4_MOUSE,Lysophospholipid acyltransferase LPCAT4 (1-acylglycerol-3-phosphate O-acyltransferase 7) (1-AGP acyltransferase 7) (1-AGPAT 7) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (1-alkenylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.121) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acyltransferase-like 3) (Lysophosphatidylcholine acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase 2) (EC 2.3.1.n7) (Plasmalogen synthase)
Q6NXK7,DPP10_MOUSE,Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase X) (DPP X)
Q6P1D5,SE6L1_MOUSE,Seizure 6-like protein (Acupuncture-induced protein 1-L) (Brain-specific receptor-like protein B) (BSRP-B)
Q6P1Y8,INP4B_MOUSE,"Type II inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type II)"
Q6P4S8,INT1_MOUSE,Integrator complex subunit 1 (Int1)
Q6P4T1,SNX19_MOUSE,Sorting nexin-19
Q6P8X1,SNX6_MOUSE,"Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]"
Q6P9J9,ANO6_MOUSE,Anoctamin-6 (Small-conductance calcium-activated nonselective cation channel) (SCAN channel) (Transmembrane protein 16F)
Q6P9Z1,SMRD3_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C) (mBAF60c)
Q6PAJ1,BCR_MOUSE,Breakpoint cluster region protein (EC 2.7.11.1)
Q6PB60,GASP3_MOUSE,G protein-coupled receptor associated sorting protein 3 (Protein BHLHb9) (bHLHb9)
Q6PB66,LPPRC_MOUSE,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (mLRP130)"
Q6PB93,GALT2_MOUSE,Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]
Q6PCQ0,IQCE_MOUSE,IQ domain-containing protein E
Q6PD10,IP6K1_MOUSE,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)
Q6PDI5,ECM29_MOUSE,Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)
Q6PDK2,KMT2D_MOUSE,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.364) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)
Q6PDM1,MSL1_MOUSE,Male-specific lethal 1 homolog (MSL-1) (Hampin) (Male-specific lethal 1-like 1) (MSL1-like 1)
Q6PDY0,CC85B_MOUSE,Coiled-coil domain-containing protein 85B (Hepatitis delta antigen-interacting protein A homolog) (Delta-interacting protein A homolog)
Q6PF93,PK3C3_MOUSE,Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphoinositide-3-kinase class 3)
Q6PFD5,DLGP3_MOUSE,Disks large-associated protein 3 (DAP-3) (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3) (SAPAP3)
Q6PFR5,TRA2A_MOUSE,Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)
Q6PGG6,GNL3L_MOUSE,Guanine nucleotide-binding protein-like 3-like protein
Q6Q477,AT2B4_MOUSE,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10)
Q6Q783,KMT5C_MOUSE,Histone-lysine N-methyltransferase KMT5C (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)
Q6QI06,RICTR_MOUSE,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo)
Q6R0H6,ALEX_MOUSE,Protein ALEX (Alternative gene product encoded by XL-exon)
Q6SJQ5,CLM3_MOUSE,CMRF35-like molecule 3 (CLM-3) (CD300 antigen-like family member H) (CD300 molecule-like family member D3)
Q6V4S5,SDK2_MOUSE,Protein sidekick-2
Q6WQJ1,DGLA_MOUSE,Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.116) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)
Q6X893,CTL1_MOUSE,Choline transporter-like protein 1 (Solute carrier family 44 member 1) (CD antigen CD92)
Q6XUX1,DUSTY_MOUSE,Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (Receptor-interacting serine/threonine-protein kinase 5)
Q6ZPI3,LCOR_MOUSE,Ligand-dependent corepressor (LCoR) (Mblk1-related protein 2)
Q6ZPY7,KDM3B_MOUSE,Lysine-specific demethylase 3B (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) ([histone H3]-dimethyl-L-lysine(9) demethylase 3B)
Q6ZPZ3,ZC3H4_MOUSE,Zinc finger CCCH domain-containing protein 4
Q6ZWR6,SYNE1_MOUSE,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)
Q71RI9,KAT3_MOUSE,Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)
Q76MZ3,2AAA_MOUSE,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2Aa) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)
Q78JE5,FBX22_MOUSE,F-box only protein 22
Q78TU8,F107A_MOUSE,Actin-associated protein FAM107A
Q78YY6,DJC15_MOUSE,DnaJ homolog subfamily C member 15
Q791V5,MTCH2_MOUSE,Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)
Q7M6Y5,DEUP1_MOUSE,Deuterosome assembly protein 1 (Coiled-coil domain-containing protein 67)
Q7SIG6,ASAP2_MOUSE,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)"
Q7TME0,PLPR4_MOUSE,Phospholipid phosphatase-related protein type 4 (Brain-specific phosphatidic acid phosphatase-like protein 1) (Inactive 2-lysophosphatidate phosphatase PLPPR4) (Lipid phosphate phosphatase-related protein type 4) (Plasticity-related gene 1 protein) (PRG-1)
Q7TMM9,TBB2A_MOUSE,Tubulin beta-2A chain
Q7TNC6,KI26B_MOUSE,Kinesin-like protein KIF26B
Q7TPD3,ROBO2_MOUSE,Roundabout homolog 2
Q7TQ40,ZIC5_MOUSE,Zinc finger protein ZIC 5 (Odd paired-related protein) (Opa-related protein) (Zinc finger protein of the cerebellum 5)
Q7TQK4,EXOS3_MOUSE,Exosome complex component RRP40 (EC 3.1.13.-) (Exosome component 3) (Ribosomal RNA-processing protein 40)
Q7TS99,HELT_MOUSE,Hairy and enhancer of split-related protein HELT (HES/HEY-like transcription factor) (Protein Hes-like) (Protein megane)
Q7TSI1,PKHM1_MOUSE,Pleckstrin homology domain-containing family M member 1 (PH domain-containing family M member 1)
Q7TT37,ELP1_MOUSE,Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein)
Q80SW1,SAHH2_MOUSE,"S-adenosylhomocysteine hydrolase-like protein 1 (IP3R-binding protein released with inositol 1,4,5-trisphosphate) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)"
Q80T14,FRAS1_MOUSE,Extracellular matrix organizing protein FRAS1
Q80T32,AGRD1_MOUSE,"Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) [Cleaved into: Adhesion G-protein coupled receptor D1, N-terminal fragment (ADGRD1 N-terminal fragment); Adhesion G-protein coupled receptor D1, C-terminal fragment (ADGRD1 C-terminal fragment)]"
Q80TJ1,CAPS1_MOUSE,Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)
Q80TM9,NISCH_MOUSE,Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor I-1-like protein) (Imidazoline-1 receptor) (I1R)
Q80TR4,SLIT1_MOUSE,Slit homolog 1 protein (Slit-1)
Q80TS3,AGRL3_MOUSE,Adhesion G protein-coupled receptor L3 (Latrophilin-3) (Lectomedin-3)
Q80U16,RIPR2_MOUSE,Rho family-interacting cell polarization regulator 2
Q80UV9,TAF1_MOUSE,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)
Q80UY2,KCMF1_MOUSE,E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (Differentially expressed in branching tubulogenesis 91) (Debt-91)
Q80W47,WIPI2_MOUSE,WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)
Q80W68,KIRR1_MOUSE,Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)
Q80WJ7,LYRIC_MOUSE,Protein LYRIC (3D3/LYRIC) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)
Q80WQ9,ZBED4_MOUSE,Zinc finger BED domain-containing protein 4
Q80WV3,CHST2_MOUSE,Carbohydrate sulfotransferase 2 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 2) (GST-2) (N-acetylglucosamine 6-O-sulfotransferase 1) (GlcNAc6ST-1) (Gn6st-1)
Q80X44,ZBT24_MOUSE,Zinc finger and BTB domain-containing protein 24 (Bone morphogenetic protein-induced factor 1) (Brain-specific protein 1) (Zinc finger protein 450)
Q80X80,C2C2L_MOUSE,Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (Transmembrane protein 24)
Q80XE1,RIC8B_MOUSE,Chaperone Ric-8B (Synembryn-B)
Q80YA8,CRUM2_MOUSE,Protein crumbs homolog 2 (crumbs2) (Crumbs-like protein 2)
Q80YD1,SUV3_MOUSE,"ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)"
Q80YE7,DAPK1_MOUSE,Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1)
Q80YV3,TRRAP_MOUSE,Transformation/transcription domain-associated protein (Tra1 homolog)
Q80Z10,ASTN2_MOUSE,Astrotactin-2
Q811D0,DLG1_MOUSE,Disks large homolog 1 (Embryo-dlg/synapse-associated protein 97) (E-dlg/SAP97) (Synapse-associated protein 97) (SAP-97) (SAP97)
Q812F3,HYAL5_MOUSE,Hyaluronidase-5 (Hyal-5) (EC 3.2.1.35) (Hyaluronoglucosaminidase-5)
Q8BGD5,CPT1C_MOUSE,"Palmitoyl thioesterase CPT1C (EC 3.1.2.22) (Carnitine O-palmitoyltransferase 1, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C) (Carnitine palmitoyltransferase I) (CPT I-C)"
Q8BGE6,ATG4B_MOUSE,Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 1) (Autophagin-1) (Autophagy-related protein 4 homolog B) (MmAPG4B)
Q8BGE7,TRIM6_MOUSE,Tripartite motif-containing protein 6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM6)
Q8BGN3,ENPP6_MOUSE,Glycerophosphocholine cholinephosphodiesterase ENPP6 (GPC-Cpde) (EC 3.1.4.-) (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6) (E-NPP 6) (NPP-6)
Q8BGT1,FLRT3_MOUSE,Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin leucine rich transmembrane protein 3)
Q8BGV8,MID51_MOUSE,Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa homolog) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like)
Q8BGZ3,DCA12_MOUSE,DDB1- and CUL4-associated factor 12 (WD repeat-containing protein 40A)
Q8BGZ7,K2C75_MOUSE,"Keratin, type II cytoskeletal 75 (Cytokeratin-75) (CK-75) (Keratin-6 hair follicle) (mK6hf) (Keratin-75) (K75) (Type II keratin-K6hf) (Type-II keratin Kb18)"
Q8BH60,GOPC_MOUSE,Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (PDZ protein interacting specifically with TC10) (PIST)
Q8BHE4,TM108_MOUSE,Transmembrane protein 108 (Retrolinkin)
Q8BI06,CEMIP_MOUSE,Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization) (Protein 12H19.01.T7)
Q8BK03,MIGA2_MOUSE,Mitoguardin 2 (Protein FAM73B)
Q8BK63,KC1A_MOUSE,Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)
Q8BK67,RCC2_MOUSE,Protein RCC2
Q8BKT6,TSN12_MOUSE,Tetraspanin-12 (Tspan-12) (Transmembrane 4 superfamily member 12)
Q8BMD2,DZIP1_MOUSE,Cilium assembly protein DZIP1 (DAZ-interacting protein 1 homolog) (DAZ-interacting zinc finger protein 1)
Q8BMJ2,SYLC_MOUSE,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"
Q8BML1,MICA2_MOUSE,[F-actin]-monooxygenase MICAL2 (EC 1.14.13.225) (ERK2-binding testicular protein 1) (MICAL C-terminal-like protein) (Mical-cL) (Molecule interacting with CasL protein 2) (MICAL-2) (mMical2)
Q8BMN3,ACHB3_MOUSE,Neuronal acetylcholine receptor subunit beta-3
Q8BP71,RFOX2_MOUSE,RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Fox-1 homolog Fxh) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9)
Q8BPM6,RIC3_MOUSE,Protein RIC-3 (Resistant to inhibitor of cholinesterase 3)
Q8BQU6,CXG2_MOUSE,Gap junction gamma-2 protein (Connexin-47) (Cx47) (Gap junction alpha-12 protein)
Q8BRH4,KMT2C_MOUSE,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog)
